2019/October/3253979.txt|சமூக ஊடகங்களில் சிறுவர் ஆபாசப் பட பரிவர்த்தனையில் ஈடுபட்டு வந்த 12 பேர் கைது!|lifestyle|முகப்பு,லைஃப்ஸ்டைல்,செய்திகள்
0000/00/3252743.txt|தமிழக அரசின் பட்டு கூட்டுறவு சங்கத்தில் வேலை வேண்டுமா?  உடனே விண்ணப்பிக்கவும்!|employment|முகப்பு,வேலைவாய்ப்பு
2019/October/3253725.txt|அச்சுறுத்தும் டெங்கு: அலட்சியத்தில் நாகை நகராட்சி|all-editions|முகப்பு,அனைத்துப் பதிப்புகள்,நாகப்பட்டினம்,நாகப்பட்டினம்
2019/October/3253462.txt|ராஜேந்திர சோழன் வெட்டிய சோழகங்கம் ஏரி மீண்டும் உயிர்பெற வாய்ப்பு|tamilnadu|முகப்பு,தமிழ்நாடு
